product_id,id,title,content,rating
2054629,4691087,Cần trả hàng - Cáp bị lỗi,Cần trả hàng - Bị lỗi vít không thể kết nói. Yêu cầu trả hàng.,1
2054629,3726952,Rất không hài lòng,"Hàng này mua về thử dùng không được, tôi muốn đổi hàng sang sản phẩm khác. Tôi muốn đổi dây chuyển đổi VGA - HDMI",1
2054629,11088044,Không hài lòng,"tạm đc, giao hàng nhanh.jj",2
2054629,9070287,Bình thường,"Cáp cứng cáp, đẹp, nhưng độ trễ cao :(",3
276175738,20153254,Bình thường,"Dán không khít hết, còn bọt và có dấu hiệu bong cạnh",3
275623445,20221845,Rất không hài lòng,Dây đeo đồng hồ chỉ dùng được vài ngày. Dây bị đứt rời,1
274388406,19870376,Bình thường,Không sạc được iwatch 😩mua nhầm rồi!,3
273662105,19787626,Rất không hài lòng,rớt lần đầu đã bể luôn ốp tuy rớt ko quá mạnh cả hai điện thoại đều bị,1
273662105,19788728,Rất không hài lòng,k bảo đảm bảo vệ điện thoại,1
123836523,19732262,Rất không hài lòng,"Mình đã rất tin tưởng tiki trading , và đã đặt rất nhiều đơn hàng ở apple flagship store bên *** 
Nhưng lần này mình có đặt củ sạc 20W bên tiki vì có mã giảm giá rẻ 
Và không ngờ củ sạc trong hộp là 1 củ sạc đểu không có 1 thông tin gì ( đến củ sạc fake 1-1 nó còn có in thô ng tin trên củ sạc 
Mình vẫn rất tin tưởng tiki trading nhưng lần này có thể vì 1 lí do nào đó mình đang trao đổi qua *** vs tiki
Mình khuyên tất cả mọi người HÃY QUAY CLIP BÓC KIỆN HÀNG
dưới đây là 1 số hình ảnh củ sạc mình vừa nhận đc từ đơn hàng hoả tốc tiki now . Quá thất vọng :))",1
123836523,19109884,Rất không hài lòng,Tiki và nhà bán *** khách hàng. Ko thỏa đáng. Sp sạc nóng máy cả nhóm người trong *** và fpt điều công nhận sp củ sạc nóng máy khủng khiếp. Trả hàng nó in ra tờ giấy a4 nói sp chính hảng thế là bắt ép khách hàng phải sử dụng. Ko cho trả hàng hoàn tiền trong khi mua ở *** sạc im ru mát rượi và nếu khách báo sp nóng hay lỗi là đổi ngay cho khách còn tiki thì cướp tiền của khách. Đem về kiểm tra xong gửi lại cái nồi bể và thời gian bảo hành kéo dài do vận chuyển đi và chờ là gần đủ 12 tháng. Tôi xá lạy cúng cô hồn cho ăn dọng rồi đứt ko có phá sản sớm dẹp tiệm mẹ cho xã hội trong sạch. Quá trời sợ cái bọn này rồi. Mong cơ quan sớm vào cuộc,1
123836523,10155953,Không hài lòng,"về sản phẩm, mình chưa mở hộp dùng nên chưa đánh giá được, nhưng về cách giao hàng của tiki đợt này thì tệ quá, đồ điện tử mà hộp vị va đập chèn ép gì đến móp méo dữ vậy, mình nhận vì nghĩ là củ sạc bên trong chắc sẽ được bọc nilon chống sốc kỹ rồi, ai dè mở ra thấy hộp củ sạc trần trụi không được bọc nilon j cả, hộp cũng bị móp 1 chút, không biết có bị ảnh hưởng j không",2
123836523,19709533,Rất không hài lòng,*** quá shop oi. Hình một đằng cục 1 nẻo. Mong tiki kg cho bạn trên đó mất uy tín,1
123836523,12977158,Hài lòng,Không biết nói sao. Thấy lo lo 1 chút. Vì check serial no C4H10740390PK84AT không ra trên hệ thống web apple. Mong là đúng hàng apple chứ chẳng biết làm gì hơn vì đã lỡ mua rồi,3
123836523,17285461,Rất không hài lòng,"Mình mua sản phẩm ngày 16/6 của TIKI trading. Đến ngày 2/8 (1,5 tháng) thì bỗng nhiễn sạc bị hư không còn sạc được nữa. Không biết chính sách bảo hành của tiki trading như nào đối với sản phẩm bị hư ạ.",1
123836523,10767220,Rất không hài lòng,"Hàng chính hãng hay ko thì chưa biết mà ko có tem FPT j cả , sao minh thấy giao mấy bạn khác có tem FPT đang hoàng v 
hay mình bị ***< khiếu nại ai được không",1
123836523,19876014,Rất không hài lòng,"Không Hỗ trợ, còn bao hành",1
123836523,7945893,Rất không hài lòng,"Mua sản phẩm dùng lần đầu tiên đã bị lỗi (nóng máy, nóng củ sạc). Tiki từ chối đổi trả vì ko còn vỏ hộp, chỉ xử lý bảo hành nhưng thời gian bảo hành 30-60 ngày, có thể lâu hơn. Gọi điện lên tổng đài 2,3 lần mới được xử lý thu hồi sản phẩm kiểm tra, cũng không thông báo lỗi gì, sửa gì, được 1 cái email như này.",1
123836523,19951905,Rất không hài lòng,"Sạc chậm, nóng máy, ko như mong đợi",1
123836523,12703491,Rất không hài lòng,"Chị mới nhận hàng sáng nay, nhưng quét mã QR và mã vạch thì ko có thông tin, nhờ Tiki trả lời giúp? Vậy có phải là hàng chính hãng??",1
123836523,10884316,Bình thường,Giao hàng nhanh. Mình xài ip 12 sạc bị nóng máy. Cục sạc thì không nóng. Sạc cũng khá nhanh. Gắn tầm 5-10p thì lên pin 30%,3
269791529,20195253,Không hài lòng,"Mỏng, bề mặt dễ bị rách, dễ bị bám bẩn.",2
356188,20231695,Không hài lòng,Chuột bị đoản mạch không rõ lí do,2
356188,20184255,Bình thường,"Chuột mới nhưng usb đã bị lỏng, 1 ngày phải cắm lại nhiều lần",3
356188,13514777,Bình thường,"không biết là có phải do mình không biết check hay không, nhưng khi sử dụng phần mềm Logitech option thì nó không check được đây là chuột Logitech, vì theo như mình biết thì nếu là sản phẩm chính hãng thì khi bật phần mềm này lên nó sẽ hiển thị luôn sản phẩm LogiTech đang kết nối. Mặc dù vậy sản phẩm này sử dụng cũng rất nhạy.",3
356188,18071428,Rất không hài lòng,"Mua về mới dùng 1 ngày bị lỗi double click h kb làm sao đổi trả, tin tưởng tiki trading mà ngày càng chán",1
356188,18259136,Rất không hài lòng,Hàng kém chất lượng,1
356188,11862235,Rất không hài lòng,"Đơn hàng mã #763530702 chưa nhận được mà đã báo là đã giao, nếu ko giao được thỉ chỉ cần báo 1 tiếng là được mà !",1
356188,12506452,Rất không hài lòng,Tiki giao hàng hộp bị móp méo mặc dù bên ngoài có cảnh báo hàng dễ vỡ.,1
356188,18633532,Không hài lòng,Chuột không nhạy lắm dùng không tốt bằng chuột B100 cũ,2
